"hub","site","species","sex","bandNumber","bandCombo","encounterType","date","yearDate","bandYear"
"Pittsburgh","SAHNRAMPA1","HOWR","M","2710-54160","Y/P,A","band",2013-07-17,2013,2013
"Pittsburgh","SAHNRAMPA1","AMGO","M","2710-54161","A,-","band",2013-07-17,2013,2013
"Pittsburgh","SAHNRAMPA1","HOWR","F","2710-54162","BU/A,P","band",2013-07-17,2013,2013
"Pittsburgh","SAHNRAMPA1","UNCH","U","2710-54163","W/P,A","band",2013-07-17,2013,2013
"Pittsburgh","SAHNRAMPA1","AMGO","F","2710-54164","A,-","band",2013-07-17,2013,2013
"Pittsburgh","SAHNRAMPA1","AMGO","F","2710-54165","A,-","band",2013-07-17,2013,2013
"Pittsburgh","SAHNRAMPA1","AMGO","M","2710-54166","A,-","band",2013-07-17,2013,2013
"Pittsburgh","SAHNRAMPA1","HOWR","F","2710-54167","W/BK,A","band",2013-07-17,2013,2013
"Pittsburgh","SAHNRAMPA1","CHSP","U","2710-54169","A,-","band",2013-07-17,2013,2013
"Pittsburgh","SAHNRAMPA1","CARW","M","2661-33100","Y/P,W/A","band",2013-07-17,2013,2013
"Pittsburgh","SAHNRAMPA1","CARW","M","2661-33100","Y,W/A","band",2014-07-17,2014,2013
"Pittsburgh","SAHNRAMPA1","NOCA","F","2641-64029","R,A/BK","band",2013-07-17,2013,2013
"Pittsburgh","SAHNRAMPA1","GRCA","M","2641-64030","R/G,A","band",2013-07-17,2013,2013
"Pittsburgh","SAHNRAMPA1","GRCA","U","2641-64031","BU,W/A","band",2013-07-17,2013,2013
"Pittsburgh","SAHNRAMPA1","NOCA","M","2641-64032","Y/P,A/Y","band",2013-07-17,2013,2013
"Pittsburgh","SAHNRAMPA1","NOCA","M","2641-64032","Y,A/Y","recap",2015-07-13,2015,2013
"Pittsburgh","JOHNJUDPA1","CHSP","M","2710-54168","A,-","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","AMGO","M","2710-54170","A,-","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","AMGO","M","2710-54170","A,-","recap",2014-06-12,2014,2013
"Pittsburgh","JOHNJUDPA1","HOWR","F","2710-54171","BK,A/BU","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","HOWR","M","2710-54172","BU,P/A","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","AMGO","M","2710-54173","A,-","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","AMGO","F","2710-54174","A,-","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","AMGO","M","2710-54175","A,-","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","CHSP","M","2710-54177","A,-","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","AMGO","M","2710-54178","A,-","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","AMGO","M","2710-54179","-,A","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","HOWR","M","2710-54180","W,P/A","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","AMGO","M","2710-54181","A,-","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","AMGO","F","2710-54182","A,-","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","AMRE","F","2710-54183","A,-","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","AMRE","U","2710-54184","A,-","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","TUTI","U","2661-31401","A,-","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","SOSP","M","2661-31402","R/ABU","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","TUTI","U","2661-31403","A,-","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","TUTI","U","2661-31403","-,-","recap",2014-06-12,2014,2013
"Pittsburgh","JOHNJUDPA1","SOSP","U","2661-31404","BU,BU/A","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","SOSP","M","2661-31405","R,A/P","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","SOSP","U","2661-31406","Y/A,BK","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","SOSP","M","2661-31407","Y,W/A","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","SOSP","U","2661-31408","BK/Y,A","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","NOCA","M","2641-64033","A,W/Y","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","GRCA","F","2641-64034","R/Y,A","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","GRCA","U","2641-64035","A,R/R","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","BLJA","U","1352-46429","A,-","band",2013-07-19,2013,2013
"Pittsburgh","JOHNJUDPA1","BLJA","F","1352-46430","A,-","band",2013-07-19,2013,2013
"Pittsburgh","RIGAMARPA1","CACH","U","2710-54185","A,G/G","band",2013-07-20,2013,2013
"Pittsburgh","RIGAMARPA1","CACH","U","2710-54186","W/A,P","band",2013-07-20,2013,2013
"Pittsburgh","RIGAMARPA1","CACH","U","2710-54187","O,A/P","band",2013-07-20,2013,2013
"Pittsburgh","RIGAMARPA1","CACH","U","2710-54188","A/O,BU","band",2013-07-20,2013,2013
"Pittsburgh","RIGAMARPA1","CACH","U","2710-54189","R,Y/A","band",2013-07-20,2013,2013
"Pittsburgh","RIGAMARPA1","AMGO","M","2710-54190","A,-","band",2013-07-20,2013,2013
"Pittsburgh","RIGAMARPA1","HOFI","U","2661-31409","A,-","band",2013-07-20,2013,2013
"Pittsburgh","RIGAMARPA1","TUTI","F","2661-31410","A,-","band",2013-07-20,2013,2013
"Pittsburgh","RIGAMARPA1","SOSP","U","2661-31411","P/A,W/W","band",2013-07-20,2013,2013
"Pittsburgh","RIGAMARPA1","SOSP","M","2661-31412","W/A,P/W","band",2013-07-20,2013,2013
"Pittsburgh","RIGAMARPA1","NOCA","M","2641-64036","A/Y,G","band",2013-07-20,2013,2013
"Pittsburgh","RIGAMARPA1","RBWO","M","1352-46431","A,-","band",2013-07-20,2013,2013
"Pittsburgh","RIGAMARPA1","RBWO","M","1352-46431","A,-","recap",2014-06-19,2014,2013
"Pittsburgh","WINSRAYPA1","HOWR","M","2710-54191","P/A,O","band",2013-07-21,2013,2013
"Pittsburgh","WINSRAYPA1","HOWR","F","2710-54192","A/Y,G","band",2013-07-21,2013,2013
"Pittsburgh","WINSRAYPA1","AMGO","F","2710-54193","A,-","band",2013-07-21,2013,2013
"Pittsburgh","WINSRAYPA1","CHSP","M","2710-54194","A,-","band",2013-07-21,2013,2013
"Pittsburgh","WINSRAYPA1","BCCH","U","2710-54195","R/ABU","band",2013-07-21,2013,2013
"Pittsburgh","WINSRAYPA1","HOWR","F","2710-54196","BK,BK/A","band",2013-07-21,2013,2013
"Pittsburgh","WINSRAYPA1","AMGO","F","2710-54197","A,-","band",2013-07-21,2013,2013
"Pittsburgh","WINSRAYPA1","BCCH","U","2710-54198","W/BK,A","band",2013-07-21,2013,2013
"Pittsburgh","WINSRAYPA1","BCCH","U","2710-54198","W/BK,A","recap",2014-06-09,2014,2013
"Pittsburgh","WINSRAYPA1","WBNU","F","2661-31413","A,-","band",2013-07-21,2013,2013
"Pittsburgh","WINSRAYPA1","WBNU","F","2661-31413","A,-","recap",2014-06-09,2014,2013
"Pittsburgh","WINSRAYPA1","WBNU","M","2661-31414","A,-","band",2013-07-21,2013,2013
"Pittsburgh","WINSRAYPA1","SCTA","M","2661-31415","A,-","band",2013-07-21,2013,2013
"Pittsburgh","WINSRAYPA1","AMRO","F","1352-46432","A,BK/R","band",2013-07-21,2013,2013
"Pittsburgh","SABLKARPA1","HOFI","F","2661-31416","A,-","band",2013-07-22,2013,2013
"Pittsburgh","HYJUMIKPA1","AMGO","F","2710-54200","A,-","band",2013-07-23,2013,2013
"Pittsburgh","HYJUMIKPA1","SOSP","F","2661-31417","A/W,P","band",2013-07-23,2013,2013
"Pittsburgh","HYJUMIKPA1","SOSP","M","2661-31418","W/A,W","band",2013-07-23,2013,2013
"Pittsburgh","HYJUMIKPA1","CARW","U","2661-31419","R,O/A","band",2013-07-23,2013,2013
"Pittsburgh","STEIJANPA1","CARW","F","2661-31420","A,BU","band",2013-07-24,2013,2013
"Pittsburgh","STEIJANPA1","SOSP","M","2661-31421","A,O","band",2013-07-24,2013,2013
"Pittsburgh","STEIJANPA1","HOSP","F","2661-31422","A,-","band",2013-07-24,2013,2013
"Pittsburgh","STEIJANPA1","CARW","U","2661-31423","BU/A,-","band",2013-07-24,2013,2013
"Pittsburgh","STEIJANPA1","DOWO","F","2661-31424","A,-","band",2013-07-24,2013,2013
"Pittsburgh","STEIJANPA1","SOSP","U","2661-31425","BU,A","band",2013-07-24,2013,2013
"Pittsburgh","STEIJANPA1","SOSP","U","2661-31426","A,P","band",2013-07-24,2013,2013
"Pittsburgh","STEIJANPA1","TUTI","U","2661-31427","A,-","band",2013-07-24,2013,2013
"Pittsburgh","STEIJANPA1","NOCA","U","2641-64037","R/ABU","band",2013-07-24,2013,2013
"Pittsburgh","MINNJEAPA1","CHSP","M","2710-53601","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","AMGO","M","2710-53602","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","CHSP","M","2710-53603","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","CACH","U","2710-53604","A,R/G","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","CACH","F","2710-53605","A,O/BU","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","AMGO","M","2710-53606","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","WBNU","M","2661-31428","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","SOSP","M","2661-31429","BU,W/A","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","HOFI","F","2661-31430","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","SOSP","F","2661-31431","A/O,BU","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","HOFI","U","2661-31432","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","TUTI","U","2661-31433","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","TUTI","U","2661-31434","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","TUTI","U","2661-31435","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","TUTI","F","2661-31436","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","TUTI","U","2661-31437","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","TUTI","U","2661-31437","A,-","recap",2014-06-20,2014,2013
"Pittsburgh","MINNJEAPA1","CARW","U","2661-31438","R,A/BK","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","CARW","U","2661-31439","R/G,A","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","TUTI","U","2661-31440","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","TUTI","U","2661-31440","A,-","recap",2014-06-20,2014,2013
"Pittsburgh","MINNJEAPA1","TUTI","F","2661-31441","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","NOCA","F","2641-64038","P,A/G","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","NOCA","F","2641-64039","BU/A,P","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","NOCA","M","2641-64040","R,BU/A","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","NOCA","M","2641-64041","R/BK,A","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","NOCA","M","2641-64042","G,Y/A","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","NOCA","F","2641-64043","R,Y/A","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","NOCA","U","2641-64044","Y/A,BK","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","BHCO","M","2641-64099","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","RBWO","U","1352-46433","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","RBWO","F","1352-46434","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","RBWO","M","1352-46435","A,-","band",2013-07-25,2013,2013
"Pittsburgh","MINNJEAPA1","RBWO","F","1352-46436","A,-","band",2013-07-25,2013,2013
"Pittsburgh","AZARCARPA1","CHSP","M","2710-53607","A,-","band",2013-07-26,2013,2013
"Pittsburgh","AZARCARPA1","CHSP","M","2710-53607","A,-","recap",2014-06-10,2014,2013
"Pittsburgh","AZARCARPA1","SOSP","M","2661-31442","G,Y/A","band",2013-07-26,2013,2013
"Pittsburgh","AZARCARPA1","SOSP","M","2661-31442","G,Y/A","recap",2014-06-10,2014,2013
"Pittsburgh","AZARCARPA1","HOFI","M","2661-31443","A,-","band",2013-07-26,2013,2013
"Pittsburgh","AZARCARPA1","CARW","U","2661-31444","A,W/O","band",2013-07-26,2013,2013
"Pittsburgh","AZARCARPA1","HOFI","U","2661-31445","A,-","band",2013-07-26,2013,2013
"Pittsburgh","AZARCARPA1","NOCA","M","2641-64045","P/A,O","band",2013-07-26,2013,2013
"Pittsburgh","AZARCARPA1","NOCA","F","2641-64046","G/BK,A","band",2013-07-26,2013,2013
"Pittsburgh","AZARCARPA1","NOCA","F","2641-64046","G/BK,A","resight-participant",2015-10-01,2015,2013
"Pittsburgh","AZARCARPA1","NOCA","F","2641-64046","G/BK,A","resight-participant",2015-12-10,2015,2013
"Pittsburgh","TABACARPA1","CACH","U","2710-53608","G/BK,A","band",2013-07-27,2013,2013
"Pittsburgh","TABACARPA1","SOSP","M","2661-31446","A,P/BU","band",2013-07-27,2013,2013
"Pittsburgh","TABACARPA1","SOSP","U","2661-31447","BU/A,P","band",2013-07-27,2013,2013
"Pittsburgh","TABACARPA1","SOSP","M","2661-31448","BK,A/BU","band",2013-07-27,2013,2013
"Pittsburgh","TABACARPA1","SOSP","M","2661-31448","BK,A/BU","recap",2015-05-19,2015,2013
"Pittsburgh","TABACARPA1","CARW","M","2661-31449","W/P,A","band",2013-07-27,2013,2013
"Pittsburgh","TABACARPA1","HOFI","M","2661-31450","A,-","band",2013-07-27,2013,2013
"Pittsburgh","TABACARPA1","SOSP","F","2661-31451","A,BK/Y","band",2013-07-27,2013,2013
"Pittsburgh","TABACARPA1","NOCA","F","2641-64047","W,Y/A","band",2013-07-27,2013,2013
"Pittsburgh","TABACARPA1","GRCA","U","2641-64048","R,O/A","band",2013-07-27,2013,2013
"Pittsburgh","TABACARPA1","AMRO","F","1352-46437","A,R/R","band",2013-07-27,2013,2013
"Pittsburgh","TABACARPA1","AMRO","M","1352-46438","BU,P/A","band",2013-07-27,2013,2013
"Pittsburgh","HARVJILPA1","SOSP","M","2661-31452","A/Y,G","band",2013-07-28,2013,2013
"Pittsburgh","HARVJILPA1","CARW","U","2661-31453","P/A,O","band",2013-07-28,2013,2013
"Pittsburgh","HARVJILPA1","CARW","U","2661-31454","BU/A,BU/A","band",2013-07-28,2013,2013
"Pittsburgh","HARVJILPA1","SOSP","U","2661-31455","A,O/BU","band",2013-07-28,2013,2013
"Pittsburgh","MORRDOUPA1","CACH","M","2710-53609","Y,A/Y","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","HOWR","M","2710-53610","P,A/G","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","HOWR","M","2710-53610","P,A/G","recap",2014-06-03,2014,2013
"Pittsburgh","MORRDOUPA1","HOWR","F","2710-53611","BK/G,A","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","SOSP","U","2661-31456","R,Y/A","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","SOSP","U","2661-31457","BU,R/A","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","SOSP","U","2661-31458","R,BU/A","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","SOSP","U","2661-31459","A,BK/R","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","SOSP","F","2661-31460","BU,P/A","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","SOSP","U","2661-31461","P/Y,A","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","CARW","U","2661-31462","A,G/G","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","SOSP","M","2661-31463","A,R/Y","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","SOSP","U","2661-31464","O/G,A","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","SOSP","M","2661-31465","A/G,Y","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","NOCA","M","2641-64049","O,W/A","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","NOCA","M","2641-64050","BK,BK/A","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","NOCA","F","2641-64051","W/BK,A","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","NOCA","F","2641-64051","W/K,A","recap",2014-06-03,2014,2013
"Pittsburgh","MORRDOUPA1","GRCA","M","2641-64052","A,O/BU","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","NOCA","F","2641-64053","A/G,Y","band",2013-07-29,2013,2013
"Pittsburgh","MORRDOUPA1","NOCA","U","2641-64098","A,O/BU","band",2013-07-29,2013,2013
"Pittsburgh","MILLJEFPA1","HOWR","U","2710-53612","A,BK/Y","band",2013-07-30,2013,2013
"Pittsburgh","MILLJEFPA1","SOSP","M","2661-31466","P/A,O","band",2013-07-30,2013,2013
"Pittsburgh","MILLJEFPA1","CARW","U","2661-31467","W/A,P","band",2013-07-30,2013,2013
"Pittsburgh","MILLJEFPA1","SOSP","U","2661-31468","W/A,P/W","band",2013-07-30,2013,2013
"Pittsburgh","MILLJEFPA1","SOSP","U","2661-31469","BK/O,A","band",2013-07-30,2013,2013
"Pittsburgh","MILLJEFPA1","SOSP","U","2661-31470","A,O/BK","band",2013-07-30,2013,2013
"Pittsburgh","MILLJEFPA1","CARW","F","2661-31471","A/G,R","band",2013-07-30,2013,2013
"Pittsburgh","MILLJEFPA1","SOSP","U","2661-31472","W/A,W/W","band",2013-07-30,2013,2013
"Pittsburgh","MILLJEFPA1","SOSP","U","2661-31473","W/W,Y/A","band",2013-07-30,2013,2013
"Pittsburgh","MILLJEFPA1","SOSP","U","2661-31474","W/Y,Y/A","band",2013-07-30,2013,2013
"Pittsburgh","MILLJEFPA1","SOSP","U","2661-31475","A/R,P","band",2013-07-30,2013,2013
"Pittsburgh","MILLJEFPA1","GRCA","F","2641-64054","A,O/BU","band",2013-07-30,2013,2013
"Pittsburgh","MILLJEFPA1","NOCA","F","2641-64055","A,O/P","band",2013-07-30,2013,2013
"Pittsburgh","MILLJEFPA1","AMRO","U","1352-46440","W/A,P","band",2013-07-30,2013,2013
"Pittsburgh","MILLJEFPA1","AMRO","U","1352-46441","W,Y/A","band",2013-07-30,2013,2013
"Pittsburgh","MILLJEFPA1","AMRO","F","1352-46442","R,A/BK","band",2013-07-30,2013,2013
"Pittsburgh","HAUSJIMPA1","CACH","M","2710-53613","R/G,A","band",2013-07-31,2013,2013
"Pittsburgh","HAUSJIMPA1","INBU","M","2710-53614","A,-","band",2013-07-31,2013,2013
"Pittsburgh","HAUSJIMPA1","HOWR","M","2710-53615","O,W/A","band",2013-07-31,2013,2013
"Pittsburgh","HAUSJIMPA1","AMGO","M","2710-53616","A,-","band",2013-07-31,2013,2013
"Pittsburgh","HAUSJIMPA1","TUTI","U","2661-31476","A,-","band",2013-07-31,2013,2013
"Pittsburgh","HAUSJIMPA1","CARW","U","2661-31477","R/Y,A","band",2013-07-31,2013,2013
"Pittsburgh","HAUSJIMPA1","CARW","U","2661-31478","Y,A/Y","band",2013-07-31,2013,2013
"Pittsburgh","HAUSJIMPA1","TUTI","U","2661-31479","A,-","band",2013-07-31,2013,2013
"Pittsburgh","HAUSJIMPA1","NOCA","M","2641-64056","BK/O,A","band",2013-07-31,2013,2013
"Pittsburgh","HAUSJIMPA1","NOCA","F","2641-64057","A,O/BK","band",2013-07-31,2013,2013
"Pittsburgh","HAUSJIMPA1","NOCA","M","2641-64058","G/Y,O/A","band",2013-07-31,2013,2013
"Pittsburgh","BARTTARPA1","EAPH","U","2710-53617","A,-","band",2013-08-02,2013,2013
"Pittsburgh","BARTTARPA1","CHSP","U","2710-53618","A,-","band",2013-08-02,2013,2013
"Pittsburgh","BARTTARPA1","CHSP","F","2710-53619","A,-","band",2013-08-02,2013,2013
"Pittsburgh","BARTTARPA1","HOWR","U","2710-53620","BU,R/A","band",2013-08-02,2013,2013
"Pittsburgh","BARTTARPA1","SOSP","M","2661-31480","BU/R,A","band",2013-08-02,2013,2013
"Pittsburgh","BARTTARPA1","WBNU","M","2661-31481","A,-","band",2013-08-02,2013,2013
"Pittsburgh","BARTTARPA1","SOSP","U","2661-31482","Y/A,G/Y","band",2013-08-02,2013,2013
"Pittsburgh","BARTTARPA1","CARW","U","2661-31483","Y/A,BK","band",2013-08-02,2013,2013
"Pittsburgh","BARTTARPA1","SOSP","U","2661-31484","A/O,Y/Y","band",2013-08-02,2013,2013
"Pittsburgh","BARTTARPA1","PUFI","M","2661-31485","A,-","band",2013-08-02,2013,2013
"Pittsburgh","BARTTARPA1","EABL","M","2661-31486","A,-","band",2013-08-02,2013,2013
"Pittsburgh","LATTSTEPA1","SOSP","M","2661-31486","A/R,W/O","recap",2014-07-24,2014,2013
"Pittsburgh","BARTTARPA1","EABL","F","2661-31487","A,-","band",2013-08-02,2013,2013
"Pittsburgh","BARTTARPA1","NOCA","M","2641-64059","A/G,R","band",2013-08-02,2013,2013
"Pittsburgh","BARTTARPA1","NOCA","M","2641-64059","A/G,R","resight-participant",2014-09-02,2014,2013
"Pittsburgh","BARTTARPA1","NOCA","M","2641-64059","A/G,R","resight-participant",2015-03-25,2014,2013
"Pittsburgh","BARTTARPA1","GRCA","M","2641-64060","BK/A,O","band",2013-08-02,2013,2013
"Pittsburgh","BARTTARPA1","NOCA","M","2641-64061","BK/A,O","band",2013-08-02,2013,2013
"Pittsburgh","LATTSTEPA1","HOWR","F","2710-53621","PK/A,A","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","BCCH","U","2710-53622","A/Y,G","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","HOWR","M","2710-53623","W,Y/A","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","SOSP","M","2661-31488","A/R,W/O","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","SOSP","F","2661-31489","G/G,A/Y","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","SOSP","F","2661-31489","G/G,A/Y","recap",2014-07-24,2014,2013
"Pittsburgh","LATTSTEPA1","SOSP","M","2661-31490","R/AG/W","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","SOSP","U","2661-31491","A/W,R/G","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","SOSP","M","2661-31492","O/A,-","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","CARW","M","2661-31493","R,O/A","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","SOSP","F","2661-31494","G/A,-","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","SOSP","F","2661-31494","G/A,-","recap",2014-07-24,2014,2013
"Pittsburgh","LATTSTEPA1","SOSP","F","2661-31495","-,O/A","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","CARW","U","2661-31496","O/A,-","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","GRCA","M","2641-64062","O/O,A","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","GRCA","U","2641-64063","G/BK,A","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","GRCA","F","2641-64064","BU/A,-","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","NOCA","M","2641-64065","G/A,-","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","NOCA","F","2641-64066","O/A,-","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","GRCA","U","2641-64067","O/A,-","band",2013-08-04,2013,2013
"Pittsburgh","LATTSTEPA1","AMRO","M","1352-46443","R,A/P","band",2013-08-04,2013,2013
"Pittsburgh","ECKLJULPA1","AMGO","F","2710-53624","A,-","band",2013-08-05,2013,2013
"Pittsburgh","ECKLJULPA1","CACH","M","2710-53625","O/A,O","band",2013-08-05,2013,2013
"Pittsburgh","ECKLJULPA1","BCCH","M","2710-53625","O,O","resight-participant",2014-10-06,2014,2013
"Pittsburgh","ECKLJULPA1","CACH","M","2710-53625","O/A,O","resight-participant",2014-11-30,2014,2013
"Pittsburgh","ECKLJULPA1","CHSP","F","2710-53626","A,-","band",2013-08-05,2013,2013
"Pittsburgh","ECKLJULPA1","CACH","F","2710-53628","A/G,R","band",2013-08-05,2013,2013
"Pittsburgh","ECKLJULPA1","CACH","U","2710-53629","P,A/G","band",2013-08-05,2013,2013
"Pittsburgh","ECKLJULPA1","BCCH","U","2710-53629","P,G","resight-participant",2014-10-22,2014,2013
"Pittsburgh","ECKLJULPA1","CACH","U","2710-53629","P,A/G","resight-participant",2014-11-30,2014,2013
"Pittsburgh","ECKLJULPA1","CACH","U","2710-53630","BU/R,A","band",2013-08-05,2013,2013
"Pittsburgh","ECKLJULPA1","AMGO","F","2710-53631","A,-","band",2013-08-05,2013,2013
"Pittsburgh","ECKLJULPA1","UNCH","U","2710-53632","Y,A/Y","band",2013-08-05,2013,2013
"Pittsburgh","ECKLJULPA1","BCCH","U","2710-53632","A/W,R","resight-participant",2014-10-22,2014,2013
"Pittsburgh","ECKLJULPA1","CACH","U","2710-53633","G,Y/A","band",2013-08-05,2013,2013
"Pittsburgh","ECKLJULPA1","CACH","U","2710-53634","PK/A,BU","band",2013-08-05,2013,2013
"Pittsburgh","ECKLJULPA1","BCCH","U","2710-53634","A/R,W","resight-participant",2014-10-22,2014,2013
"Pittsburgh","ECKLJULPA1","AMGO","F","2710-53635","A,-","band",2013-08-05,2013,2013
"Pittsburgh","ECKLJULPA1","CARW","U","2661-31497","A,BK/R","band",2013-08-05,2013,2013
"Pittsburgh","ECKLJULPA1","CARW","U","2661-31497","A,BK/R","resight-participant",2014-09-21,2014,2013
"Pittsburgh","ECKLJULPA1","CARW","U","2661-31497","A,BK/R","resight-participant",2014-10-13,2014,2013
